,sale_date,bedrooms,bathrooms,house_floors,kcgs_waterfront,kcgs_view,kcgs_condition,kcgs_grade,year_construction,year_renovation,zip_code,price,m2_living,m2_lot,m2_above,m2_basement,m2_living_2015,m2_lot_2015
15019,09.07.14,3,3.0,2.0,0,0,4,7,1986,0,98033,379000,142,271,142,0,127,352
15020,02.07.14,2,2.0,1.0,0,1,4,7,1916,0,98119,525000,142,326,77,65,119,142
15021,09.03.15,2,3.0,2.0,0,0,3,8,2010,0,98122,546000,142,123,119,23,131,157
15022,05.05.15,2,2.0,1.0,0,0,3,8,1952,0,98115,700180,142,408,95,47,174,467
15023,10.03.15,4,1.0,1.0,0,0,3,7,1955,0,98166,419950,142,736,96,46,157,736
15024,03.07.14,3,2.0,2.0,0,0,3,7,1978,0,98052,474000,142,743,142,0,142,697
15025,16.10.14,3,3.0,1.0,0,0,3,6,1992,0,98001,154000,142,929,95,47,131,929
15026,19.02.15,4,3.0,2.0,0,0,3,7,2010,0,98042,260000,142,772,142,0,179,644
15027,01.08.14,3,2.0,1.0,0,0,3,6,1942,2004,98126,412500,142,586,142,0,86,586
15028,08.09.14,3,2.0,1.0,0,2,3,7,1948,0,98117,635000,142,465,95,47,142,465
15029,28.07.14,3,1.0,2.0,0,0,3,8,1901,0,98122,590000,142,220,142,0,122,220
15030,12.05.15,3,1.0,1.0,0,0,3,7,1962,0,98118,387000,142,592,112,30,182,597
15031,09.06.14,3,3.0,2.0,0,0,3,8,1998,0,98007,546000,142,322,142,0,142,320
15032,18.07.14,3,2.0,2.0,0,0,3,8,1985,0,98136,725000,142,372,142,0,199,465
15033,25.02.15,6,1.0,2.0,0,0,4,7,1921,0,98115,642000,142,400,142,0,142,353
15034,06.08.14,3,2.0,1.0,0,0,3,7,1907,2014,98112,529000,142,316,92,50,175,391
15035,13.11.14,3,2.0,1.0,0,0,3,7,1958,0,98116,526000,142,569,104,38,126,569
15036,17.04.15,3,1.0,1.0,0,0,4,7,1928,0,98103,575000,142,223,83,59,115,223
15037,27.01.15,4,2.0,1.0,0,0,3,7,1955,0,98133,500000,142,726,142,0,138,726
15038,13.05.14,3,2.0,1.0,0,0,4,7,1937,0,98115,570000,142,502,142,0,152,508
15039,02.04.15,3,2.0,3.0,0,0,3,9,2015,0,98107,649000,142,134,142,0,151,135
15040,30.03.15,3,3.0,2.0,0,0,3,7,2007,0,98177,380000,142,121,104,38,123,133
15041,19.06.14,3,4.0,3.0,0,0,3,8,2006,0,98107,607500,142,150,142,0,142,150
15042,11.04.15,3,2.0,3.0,0,0,3,8,2015,0,98144,500000,142,77,142,0,147,178
15043,18.07.14,3,3.0,3.0,0,0,3,7,2005,0,98028,255000,142,104,142,0,142,723
15044,01.10.14,3,3.0,2.0,0,0,3,8,2007,0,98107,500000,142,130,115,27,157,232
15045,05.06.14,3,3.0,2.0,0,0,3,9,2014,0,98122,465000,142,116,98,45,142,214
15046,25.03.15,3,3.0,2.0,0,0,3,7,2007,0,98177,390500,142,119,104,38,123,133
15047,03.06.14,3,4.0,2.0,0,0,3,8,2013,0,98106,320000,142,149,106,36,135,111
15048,25.11.14,3,4.0,2.0,0,0,3,8,2007,0,98117,560000,142,166,112,31,129,270
15049,20.06.14,3,4.0,2.0,0,0,3,8,2005,0,98122,654000,142,145,119,23,142,128
15050,09.02.15,2,2.0,2.0,0,0,3,8,2005,0,98122,450000,142,94,112,31,142,132
15051,16.12.14,3,3.0,3.0,0,0,3,8,2009,0,98103,375000,142,105,142,0,142,134
15052,31.10.14,3,3.0,3.0,0,0,3,8,2012,0,98117,474950,142,146,142,0,136,114
15053,31.10.14,2,3.0,3.0,0,0,3,8,2006,0,98103,520000,142,91,138,5,142,119
15054,21.05.14,3,3.0,3.0,0,0,3,8,2009,0,98103,360000,142,105,142,0,142,140
15055,07.04.15,3,3.0,2.0,0,0,3,7,2011,0,98030,272000,142,708,142,0,172,682
15056,13.11.14,3,4.0,2.0,0,0,3,8,2006,0,98117,407500,141,136,116,25,141,125
15057,24.06.14,3,2.0,1.0,0,0,3,7,1948,0,98115,438000,141,593,73,68,141,579
15058,31.07.14,3,3.0,2.0,0,0,3,8,2006,0,98136,438000,141,121,110,32,118,160
15059,27.06.14,3,1.0,2.0,0,3,5,8,1988,0,98027,425000,141,19837,141,0,245,19837
15060,02.12.14,4,2.0,2.0,0,0,5,6,1920,0,98022,210000,141,574,141,0,129,503
15061,23.01.15,3,1.0,2.0,0,0,3,8,1912,0,98109,550000,141,232,141,0,175,335
15062,19.08.14,3,2.0,1.0,0,0,4,7,1957,0,98008,525000,141,821,141,0,164,797
15063,08.05.15,3,3.0,1.0,0,0,3,7,1967,0,98034,460000,141,697,110,32,193,743
15064,31.10.14,3,3.0,1.0,0,0,3,7,1988,0,98038,270000,141,737,108,33,142,737
15065,11.02.15,3,2.0,1.0,0,0,4,7,1972,0,98034,386500,141,683,106,35,128,683
15066,29.09.14,4,2.0,1.0,0,0,3,7,1946,0,98115,546800,141,549,95,46,159,549
15067,10.10.14,2,2.0,1.0,0,0,3,7,1999,0,98117,400000,141,466,141,0,103,468
15068,24.02.15,4,2.0,1.0,0,0,4,7,1968,0,98065,330000,141,1340,141,0,149,996
15069,25.09.14,4,1.0,2.0,0,0,3,7,1960,0,98198,160000,141,678,141,0,141,678
15070,06.05.14,4,2.0,1.0,0,0,5,7,1967,0,98034,425000,141,742,141,0,141,723
15071,15.12.14,2,1.0,1.0,0,0,4,7,1927,0,98117,535000,141,312,77,64,137,351
15072,20.06.14,3,2.0,1.0,0,0,3,7,1949,0,98136,380000,141,399,95,46,154,399
15073,09.09.14,3,3.0,2.0,0,0,4,7,1985,0,98030,158000,141,669,141,0,165,670
15074,02.05.14,4,2.0,2.0,0,0,3,7,1945,0,98115,640000,141,576,141,0,178,576
15075,21.11.14,4,2.0,1.0,0,0,4,7,1960,0,98027,533250,141,1431,127,14,171,1162
15076,21.07.14,3,1.0,1.0,0,0,3,6,1951,0,98168,210000,141,799,97,45,123,799
15077,05.11.14,3,2.0,1.0,0,0,3,5,1932,0,98168,198500,141,663,141,0,115,799
15078,25.03.15,3,3.0,3.0,0,0,3,7,2003,0,98115,600000,141,167,141,0,141,139
15079,26.09.14,3,2.0,1.0,0,0,3,7,1949,0,98166,167000,141,693,141,0,162,787
15080,10.07.14,4,2.0,1.0,0,0,4,7,1967,0,98034,499950,141,716,141,0,141,697
15081,26.09.14,3,2.0,1.0,0,0,5,8,1969,0,98006,525000,141,732,141,0,200,876
15082,03.07.14,3,2.0,1.0,0,0,4,7,1954,0,98004,810000,141,840,141,0,303,931
15083,07.10.14,3,1.0,1.0,0,0,3,6,1953,0,98133,299000,141,773,141,0,139,773
15084,08.07.14,3,2.0,1.0,0,0,4,7,1959,0,98056,292600,141,662,141,0,135,746
15085,25.03.15,3,2.0,1.0,0,0,3,7,1969,0,98034,460000,141,716,76,65,132,713
15086,29.09.14,2,1.0,1.0,0,0,3,7,1951,0,98115,619950,141,502,86,56,149,502
15087,13.01.15,3,4.0,3.0,0,0,3,7,2000,0,98107,500000,141,139,141,0,141,123
15088,31.07.14,4,2.0,1.0,0,0,4,7,1960,0,98002,230000,141,818,141,0,127,818
15089,07.08.14,4,2.0,1.0,0,0,3,6,1949,0,98199,450000,141,488,141,0,142,488
15090,25.02.15,4,2.0,1.0,0,0,4,7,1967,0,98034,425500,141,988,141,0,144,747
15091,03.12.14,3,2.0,2.0,0,0,5,7,1936,0,98116,738000,141,511,141,0,215,511
15092,25.02.15,3,2.0,1.0,0,0,3,8,1985,0,98092,249000,141,697,141,0,203,698
15093,06.08.14,4,1.0,2.0,0,0,4,7,1971,0,98034,389000,141,911,141,0,143,716
15094,11.03.15,3,2.0,1.0,0,0,4,7,1969,0,98055,345000,141,691,141,0,153,697
15095,04.05.15,3,2.0,1.0,0,0,5,6,1943,0,98106,369950,141,372,74,67,133,372
15096,05.01.15,3,1.0,1.0,0,0,3,7,1954,0,98125,362500,141,884,141,0,126,671
15097,16.05.14,3,3.0,3.0,0,0,3,8,2013,0,98107,565000,141,113,141,0,144,441
15098,11.06.14,3,2.0,1.0,0,0,4,7,1968,0,98038,290000,141,1402,141,0,147,1730
15099,25.11.14,3,2.0,1.0,0,0,4,7,1967,0,98059,190000,141,892,141,0,148,946
15100,23.02.15,3,2.0,1.0,0,0,4,7,1967,0,98059,314950,141,892,141,0,148,946
15101,16.07.14,3,2.0,1.0,0,0,4,7,1955,0,98006,450000,141,734,93,48,141,914
15102,21.11.14,3,2.0,1.0,0,0,3,7,1975,0,98072,405000,141,674,106,35,178,727
15103,29.12.14,3,1.0,1.0,0,0,4,7,1967,0,98032,250000,141,725,104,37,162,743
15104,23.03.15,3,2.0,1.0,0,0,4,7,1981,0,98023,265000,141,632,97,45,134,654
15105,16.03.15,3,2.0,1.0,0,0,3,7,1975,0,98052,530000,141,893,141,0,190,920
15106,18.11.14,3,1.0,2.0,0,0,3,7,1952,0,98125,279000,141,749,141,0,145,758
15107,02.03.15,3,1.0,1.0,0,0,3,7,1958,0,98198,310000,141,604,92,49,139,697
15108,23.09.14,3,3.0,1.0,0,0,3,7,1993,0,98092,240000,141,917,108,33,147,690
15109,16.07.14,3,2.0,1.0,0,0,3,8,1978,0,98155,360000,141,1141,113,28,173,1255
15110,07.11.14,3,1.0,2.0,0,0,4,7,1951,0,98155,320000,141,824,141,0,141,725
15111,10.06.14,3,2.0,1.0,0,0,3,8,1976,0,98011,366000,141,802,141,0,193,855
15112,27.06.14,2,2.0,1.0,0,0,5,7,1951,0,98125,500000,141,747,141,0,134,747
15113,10.11.14,3,3.0,2.0,0,0,3,7,1984,0,98074,447000,141,1309,141,0,142,907
15114,20.11.14,4,1.0,1.0,0,0,2,5,1948,0,98045,365000,141,7449,141,0,162,7854
15115,14.11.14,3,3.0,2.0,0,0,3,7,1986,0,98030,260000,141,585,141,0,155,670
15116,13.04.15,3,1.0,1.0,0,0,4,6,1951,0,98004,650000,141,950,141,0,252,1014
15117,02.12.14,3,1.0,1.0,0,0,2,6,1961,0,98023,135000,141,785,104,37,123,785
15118,29.11.14,3,1.0,1.0,0,0,3,7,1954,0,98166,226000,141,669,96,46,142,669
15119,26.06.14,3,2.0,1.0,0,0,3,8,1983,0,98074,475580,141,1030,141,0,215,897
15120,04.06.14,3,3.0,2.0,0,0,3,8,2007,0,98119,499950,141,205,97,45,150,150
15121,25.02.15,3,2.0,1.0,0,0,4,6,1971,0,98010,235000,141,1138,141,0,136,1138
15122,29.08.14,3,2.0,1.0,0,0,3,7,1983,0,98074,434900,141,1029,106,35,119,1057
15123,02.04.15,2,1.0,2.0,0,0,4,7,1978,0,98092,210000,141,437,141,0,106,363
15124,13.03.15,3,2.0,1.0,0,0,5,6,1945,0,98117,475000,141,753,71,71,97,753
15125,02.01.15,3,2.0,1.0,0,0,3,8,1968,0,98023,230000,141,1426,141,0,211,1392
15126,19.08.14,2,2.0,3.0,0,0,3,7,1999,0,98133,307300,141,95,141,0,139,116
15127,09.04.15,4,3.0,2.0,0,0,3,8,1994,0,98029,517500,141,313,141,0,173,417
15128,19.08.14,3,3.0,2.0,0,0,4,7,1989,0,98034,375000,141,525,141,0,143,465
15129,26.08.14,3,2.0,1.0,0,0,3,8,1966,0,98023,240000,141,892,141,0,191,892
15130,02.04.15,2,2.0,1.0,0,0,4,7,1910,0,98117,470000,141,392,78,63,104,530
15131,07.05.15,3,2.0,1.0,0,0,4,7,1992,0,98038,295000,141,610,109,33,141,566
15132,02.09.14,3,3.0,2.0,0,0,3,7,2005,0,98108,207000,141,237,141,0,136,237
15133,29.08.14,3,3.0,2.0,0,0,3,7,1986,0,98052,402000,141,318,141,0,152,318
15134,31.12.14,3,2.0,1.0,0,0,3,7,1954,0,98133,365000,141,792,141,0,146,836
15135,03.07.14,3,3.0,2.0,0,0,3,7,2004,0,98038,288000,141,334,141,0,150,336
15136,14.07.14,3,2.0,1.0,0,0,3,8,1996,0,98177,413000,141,321,141,0,167,321
15137,02.07.14,3,3.0,2.0,0,0,4,7,1992,0,98038,275250,141,669,141,0,131,627
15138,28.07.14,3,2.0,1.0,0,0,3,8,1993,0,98023,241000,141,663,141,0,176,686
15139,05.09.14,4,2.0,1.0,0,0,4,7,1955,0,98006,508450,141,892,93,48,140,836
15140,23.02.15,3,2.0,2.0,0,0,3,7,1945,0,98107,575000,141,465,106,35,142,432
15141,16.07.14,3,1.0,1.0,0,0,3,7,1953,0,98028,375000,141,1004,141,0,155,918
15142,02.07.14,3,1.0,1.0,0,0,3,7,1956,0,98007,415000,141,839,141,0,137,810
15143,16.10.14,3,1.0,1.0,0,0,3,7,1956,0,98007,522500,141,839,141,0,137,810
15144,01.08.14,3,3.0,2.0,0,0,3,8,1908,2006,98116,672600,141,534,130,11,132,525
15145,23.06.14,3,3.0,3.0,0,0,3,8,2004,0,98103,405000,141,116,141,0,141,137
15146,15.12.14,3,2.0,1.0,0,0,3,7,1953,0,98115,550000,141,522,109,33,144,522
15147,10.02.15,3,3.0,2.0,0,0,5,7,1948,0,98144,495000,141,379,141,0,123,379
15148,20.08.14,3,2.0,1.0,0,0,4,7,1990,0,98198,279950,141,669,108,33,136,669
15149,07.07.14,3,3.0,2.0,0,0,3,7,2004,0,98038,296475,141,388,141,0,145,394
15150,14.07.14,3,3.0,1.0,0,0,3,7,1981,0,98058,269950,141,810,100,41,160,702
15151,13.06.14,4,2.0,1.0,0,0,3,6,1920,0,98188,171000,141,1828,95,46,168,729
15152,28.08.14,3,3.0,3.0,0,0,3,8,2009,0,98125,399000,141,175,141,0,126,180
15153,04.09.14,3,2.0,2.0,0,0,3,7,1977,2006,98177,434900,141,468,141,0,173,809
15154,08.05.15,3,3.0,2.0,0,0,3,8,2010,0,98126,380000,141,136,115,26,159,136
15155,21.11.14,3,3.0,2.0,0,0,3,7,2009,0,98059,333000,141,283,141,0,169,300
15156,22.05.14,2,3.0,2.0,0,0,3,8,2007,0,98144,430000,141,148,115,26,154,558
15157,25.09.14,3,3.0,2.0,0,0,3,7,2009,0,98059,330000,141,279,141,0,169,282
15158,05.03.15,3,3.0,3.0,0,0,3,8,2006,0,98125,385000,141,138,141,0,141,139
15159,13.10.14,3,2.0,1.0,0,0,3,7,1925,0,98103,575575,141,269,93,48,195,358
15160,09.03.15,2,2.0,1.0,0,0,3,8,2005,0,98053,479950,140,606,140,0,152,558
15161,01.04.15,3,3.0,2.0,0,0,3,8,1991,0,98045,415000,140,3367,140,0,161,3367
15162,02.02.15,3,2.0,1.0,0,0,3,7,1969,0,98023,240000,140,952,140,0,140,906
15163,22.07.14,4,2.0,2.0,0,0,5,7,1911,0,98103,791500,140,325,140,0,169,349
15164,12.09.14,3,4.0,2.0,0,0,3,9,2001,0,98116,650000,140,186,124,17,140,126
15165,04.11.14,3,2.0,2.0,0,0,3,7,1985,0,98031,230000,140,317,140,0,146,351
15166,14.06.14,3,2.0,1.0,0,0,3,7,1972,0,98034,397500,140,624,99,41,154,613
15167,04.12.14,2,2.0,1.0,0,0,4,7,1900,0,98103,595000,140,372,94,46,178,372
15168,15.07.14,3,2.0,1.0,0,0,3,7,1985,0,98045,330000,140,1463,140,0,137,1463
15169,03.09.14,4,2.0,1.0,0,0,3,7,1970,0,98034,435000,140,600,99,41,135,616
15170,02.02.15,3,2.0,1.0,0,3,4,6,1961,0,98125,397500,140,1277,75,65,238,948
15171,13.11.14,2,2.0,1.0,0,0,3,8,2005,0,98053,449000,140,637,140,0,140,549
15172,24.10.14,3,2.0,1.0,0,0,3,7,1965,0,98155,279950,140,1044,112,28,193,843
15173,09.04.15,3,2.0,1.0,0,0,5,8,1956,0,98133,415000,140,1561,140,0,145,676
15174,13.01.15,2,2.0,2.0,0,0,4,8,1985,0,98007,451101,140,182,140,0,140,203
15175,05.12.14,3,1.0,1.0,0,0,3,7,1974,0,98001,299000,140,13272,140,0,124,4332
15176,30.06.14,2,2.0,1.0,0,0,3,8,2006,0,98053,419000,140,463,140,0,125,386
15177,11.06.14,5,2.0,1.0,0,0,4,7,1959,0,98168,248000,140,844,140,0,138,844
15178,24.12.14,2,1.0,1.0,0,0,3,7,1939,0,98133,415000,140,633,101,39,136,633
15179,24.04.15,2,2.0,1.0,0,0,2,6,1958,0,98059,172500,140,1922,116,24,138,2744
15180,03.09.14,2,1.0,2.0,0,0,4,7,1921,0,98133,549000,140,1038,140,0,205,823
15181,07.11.14,3,2.0,1.0,0,0,2,7,1979,0,98045,195000,140,781,91,49,139,941
15182,26.02.15,3,2.0,1.0,0,0,2,7,1979,0,98045,322000,140,781,91,49,139,941
15183,06.04.15,3,2.0,1.0,0,0,3,7,1954,0,98148,202500,140,920,103,37,132,860
15184,24.04.15,3,2.0,1.0,0,0,3,7,1968,0,98034,441500,140,716,140,0,134,689
15185,30.07.14,3,2.0,2.0,0,0,4,7,1928,0,98116,479200,140,349,140,0,139,465
15186,19.09.14,3,1.0,2.0,0,0,5,6,1913,0,98022,195000,140,404,140,0,112,511
15187,19.09.14,3,2.0,1.0,0,0,4,7,1972,0,98115,489000,140,279,85,56,151,372
15188,21.04.15,3,2.0,1.0,0,0,3,8,2007,0,98053,420250,140,340,140,0,140,340
15189,15.05.14,3,2.0,1.0,0,2,3,7,1973,0,98125,430000,140,657,114,26,181,752
15190,24.04.15,5,3.0,2.0,0,1,4,7,1946,0,98105,1000000,140,530,140,0,204,530
15191,29.01.15,3,3.0,1.0,0,0,4,7,1993,0,98038,269950,140,558,107,33,140,558
15192,14.07.14,3,2.0,1.0,0,0,4,8,1962,0,98008,516130,140,767,140,0,164,767
15193,16.05.14,4,2.0,1.0,0,0,3,7,1955,0,98108,254000,140,394,140,0,140,397
15194,12.06.14,2,1.0,2.0,0,0,3,8,1935,0,98199,575000,140,375,122,19,158,376
15195,28.01.15,3,2.0,1.0,0,0,4,7,1969,0,98059,310650,140,1153,140,0,138,1654
15196,08.09.14,4,2.0,1.0,0,0,5,7,1957,0,98133,402000,140,853,140,0,138,853
15197,13.11.14,3,2.0,1.0,0,0,3,7,1970,0,98031,275000,140,1506,140,0,153,1296
15198,09.07.14,3,2.0,1.0,0,0,4,7,1954,0,98133,420000,140,591,140,0,138,675
15199,31.07.14,3,2.0,1.0,0,0,3,6,1938,0,98168,199950,140,613,140,0,92,613
15200,16.06.14,3,2.0,1.0,0,0,4,7,1956,0,98007,470000,140,743,140,0,133,743
15201,26.11.14,2,2.0,2.0,0,0,4,8,1985,0,98007,445000,140,186,140,0,140,191
15202,28.10.14,3,2.0,2.0,0,0,3,7,1984,0,98052,390000,140,1006,140,0,177,1014
15203,12.06.14,3,1.0,2.0,0,0,3,7,1909,0,98105,545000,140,465,140,0,156,372
15204,06.02.15,4,2.0,1.0,0,0,5,7,1901,0,98144,410000,140,301,81,59,132,480
15205,19.03.15,3,1.0,1.0,0,0,3,6,1955,0,98118,299000,140,576,94,46,159,801
15206,28.10.14,3,2.0,1.0,0,0,4,7,1995,0,98022,270000,140,949,140,0,127,827
15207,05.05.15,3,2.0,1.0,0,0,3,7,1971,0,98027,374000,140,1714,140,0,149,3190
15208,20.06.14,3,2.0,1.0,0,0,3,6,1942,2014,98166,332000,140,733,140,0,98,708
15209,18.09.14,2,2.0,1.0,0,0,4,7,1961,0,98188,309950,140,915,140,0,148,871
15210,05.06.14,3,3.0,1.0,0,0,2,7,1976,0,98077,250000,140,965,96,45,138,929
15211,10.09.14,2,2.0,1.0,0,0,3,8,2005,0,98053,473000,140,423,140,0,152,418
15212,30.05.14,3,2.0,1.0,0,0,3,7,1989,0,98045,425000,140,4089,115,25,213,3368
15213,10.12.14,3,2.0,1.0,0,0,4,7,1967,0,98008,490000,140,784,113,27,181,762
15214,02.06.14,3,2.0,1.0,0,0,3,7,1967,0,98034,366000,140,771,140,0,136,735
15215,10.09.14,3,2.0,1.0,0,0,4,8,1984,0,98005,490000,140,1033,140,0,247,1004
15216,14.10.14,3,3.0,2.0,0,0,4,7,1991,0,98038,260000,140,566,140,0,141,558
15217,06.05.14,3,1.0,1.0,0,0,4,6,1940,0,98115,313950,140,565,80,60,140,531
15218,08.10.14,3,1.0,1.0,0,0,4,6,1940,0,98115,415000,140,565,80,60,140,531
15219,03.11.14,3,1.0,1.0,0,0,4,7,1968,0,98059,313000,140,964,94,46,140,1492
15220,14.07.14,2,2.0,2.0,0,0,4,8,1978,0,98052,406500,140,494,140,0,162,572
15221,24.12.14,3,3.0,1.0,0,0,4,7,1985,0,98042,265000,140,564,107,33,140,676
15222,13.11.14,3,2.0,1.0,0,0,3,7,1960,0,98007,400000,140,777,104,36,158,777
15223,03.09.14,2,2.0,2.0,0,0,3,7,1939,0,98199,535000,140,477,140,0,137,558
15224,21.08.14,2,3.0,2.0,0,0,3,7,1987,0,98074,442500,140,677,140,0,140,755
15225,21.11.14,3,2.0,1.0,0,0,5,8,1910,0,98119,800000,140,335,114,26,121,335
15226,02.01.15,3,3.0,1.0,0,0,3,7,1990,0,98003,247000,140,1011,107,33,168,922
15227,28.01.15,3,3.0,1.0,0,0,1,7,1966,0,98028,196000,140,892,101,39,174,993
15228,01.03.15,3,2.0,1.0,0,0,4,7,1922,0,98117,624000,140,483,80,60,153,387
15229,13.04.15,2,2.0,1.0,0,0,3,8,1978,0,98052,468000,140,418,140,0,162,558
15230,15.07.14,3,1.0,1.0,0,0,4,6,1975,0,98001,185000,140,1584,140,0,141,1301
15231,30.04.15,4,1.0,2.0,0,0,4,7,1955,0,98155,350000,140,669,140,0,181,990
15232,15.09.14,2,2.0,1.0,0,0,3,8,2006,0,98053,450000,140,456,140,0,134,364
15233,25.09.14,3,2.0,2.0,0,0,3,7,1976,0,98058,320000,140,2805,140,0,137,1158
15234,11.05.15,3,3.0,1.0,0,0,3,7,1974,0,98034,399950,140,678,97,44,126,678
15235,25.09.14,3,2.0,2.0,0,0,3,7,1947,0,98198,230000,140,984,140,0,126,267
15236,25.02.15,5,2.0,2.0,0,0,3,6,1983,0,98122,455000,140,279,140,0,150,335
15237,04.05.15,2,1.0,1.0,0,0,3,7,1923,0,98103,698000,140,379,94,46,154,379
15238,22.09.14,3,2.0,2.0,0,0,3,7,1989,0,98001,227000,140,914,140,0,137,749
15239,22.04.15,3,2.0,1.0,0,0,5,7,1925,0,98136,520000,140,349,86,54,140,349
15240,01.05.15,3,2.0,1.0,0,0,4,7,1964,0,98052,593777,140,971,140,0,122,878
15241,21.07.14,3,2.0,1.0,0,2,4,7,1964,0,98022,327000,140,31982,140,0,163,15788
15242,08.05.14,3,2.0,1.0,0,0,3,7,1954,0,98077,450000,140,4048,140,0,191,6297
15243,17.11.14,3,2.0,1.0,0,0,4,7,1974,0,98001,234950,140,851,140,0,165,863
15244,12.12.14,3,2.0,1.0,0,0,3,7,1968,0,98034,400000,140,779,140,0,146,695
15245,20.10.14,4,2.0,2.0,0,0,3,7,1920,0,98106,250000,140,511,140,0,123,598
15246,02.02.15,3,1.0,1.0,0,0,4,7,1963,0,98003,225900,140,818,94,46,120,787
15247,03.02.15,3,2.0,1.0,0,0,3,7,1948,1976,98028,335000,140,903,140,0,141,933
15248,04.03.15,2,1.0,1.0,0,0,3,7,1951,0,98146,226000,140,1847,140,0,143,929
15249,20.02.15,3,1.0,1.0,0,0,4,6,1946,0,98002,190000,140,814,140,0,97,728
15250,19.08.14,3,2.0,1.0,0,0,4,6,1939,0,98144,410000,140,613,88,52,136,494
15251,11.09.14,2,1.0,1.0,0,0,4,7,1923,1970,98133,335000,140,357,140,0,109,357
15252,27.10.14,3,2.0,1.0,0,0,3,7,1947,0,98136,360000,140,558,99,42,150,558
15253,14.07.14,3,1.0,1.0,0,0,3,7,1966,0,98003,199000,140,846,140,0,110,671
15254,28.03.15,3,1.0,1.0,0,0,3,8,1953,0,98118,310000,140,558,109,32,105,558
15255,17.07.14,3,1.0,1.0,0,0,3,7,1962,0,98003,239000,140,1396,140,0,140,1205
15256,27.10.14,4,1.0,2.0,0,0,3,7,1906,0,98103,420000,140,139,140,0,145,149
15257,15.10.14,3,4.0,3.0,0,0,3,7,2007,0,98133,319950,140,116,140,0,140,116
15258,25.09.14,2,1.0,1.0,0,0,3,6,1924,0,98117,500000,140,372,86,54,121,372
15259,13.11.14,3,1.0,2.0,0,0,3,8,1902,1979,98103,799000,140,388,140,0,199,457
15260,12.11.14,3,4.0,2.0,0,2,3,8,2001,0,98107,465000,140,172,114,26,143,171
15261,20.08.14,3,4.0,3.0,0,0,3,8,2006,0,98107,530000,140,105,140,0,129,109
15262,25.07.14,3,2.0,2.0,0,0,4,7,1909,1995,98116,629000,140,424,140,0,185,465
15263,24.11.14,3,2.0,1.0,0,0,3,7,1959,0,98008,400000,140,710,140,0,203,777
15264,17.04.15,3,2.0,2.0,0,0,3,8,1905,1994,98122,675000,140,355,140,0,140,355
15265,18.06.14,3,2.0,1.0,0,2,3,7,1925,2011,98126,465000,140,446,80,60,140,446
15266,10.09.14,2,1.0,1.0,0,0,3,7,1924,0,98122,525000,140,312,82,59,124,312
15267,19.12.14,3,2.0,1.0,0,0,4,8,1960,0,98003,340768,140,1041,140,0,196,1122
15268,18.02.15,2,2.0,3.0,0,0,3,8,2013,0,98107,622500,140,79,132,8,121,124
15269,14.01.15,3,4.0,2.0,0,0,3,8,2008,0,98109,675000,140,192,113,27,155,241
15270,28.10.14,3,3.0,2.0,0,0,3,8,2007,0,98122,515000,140,109,99,42,140,112
15271,06.02.15,3,3.0,3.0,0,0,3,8,2014,0,98107,599950,140,139,140,0,142,126
15272,16.09.14,2,2.0,1.0,0,0,3,8,2010,0,98053,485000,140,368,140,0,140,368
15273,01.08.14,3,3.0,3.0,0,0,3,8,2011,0,98199,453000,140,150,124,17,125,130
15274,26.08.14,3,3.0,3.0,0,0,3,8,2014,0,98133,401500,140,104,140,0,140,226
15275,19.08.14,3,3.0,3.0,0,0,3,8,2014,0,98133,410000,140,132,140,0,140,185
15276,15.04.15,3,3.0,3.0,0,0,3,8,2014,0,98133,420000,140,104,140,0,140,226
15277,27.02.15,3,3.0,3.0,0,0,3,7,2005,0,98115,403000,140,130,140,0,128,136
15278,24.02.15,3,1.0,1.0,0,0,3,7,1967,0,98072,396000,139,1172,139,0,169,1296
15279,20.06.14,3,1.0,1.0,0,0,3,6,1925,0,98117,395000,139,372,84,56,88,372
15280,31.07.14,3,3.0,2.0,0,0,3,8,1996,0,98029,457500,139,413,139,0,161,410
15281,13.04.15,4,1.0,2.0,0,0,4,7,1951,0,98126,399000,139,594,139,0,91,499
15282,23.06.14,2,2.0,1.0,0,0,4,7,1963,0,98042,249500,139,803,139,0,113,803
15283,14.01.15,3,2.0,1.0,0,0,3,7,1953,0,98125,332500,139,588,139,0,139,589
15284,21.08.14,3,2.0,2.0,0,0,3,8,2002,0,98107,505000,139,232,139,0,144,465
15285,06.02.15,3,1.0,2.0,0,0,4,7,1927,0,98126,530000,139,534,98,42,139,470
15286,25.08.14,3,3.0,1.0,0,0,4,7,1968,0,98055,290000,139,679,112,27,138,688
15287,20.03.15,3,1.0,2.0,0,2,3,7,1910,0,98109,707500,139,237,139,0,169,237
15288,18.03.15,3,3.0,2.0,0,0,3,7,1986,0,98034,400000,139,250,139,0,137,225
15289,26.09.14,3,2.0,2.0,0,0,4,6,1933,0,98168,300000,139,1371,139,0,118,1403
15290,02.02.15,3,3.0,1.0,0,0,2,7,1979,0,98023,279000,139,683,99,41,129,722
15291,17.10.14,4,2.0,2.0,0,0,5,7,1905,0,98117,782000,139,634,139,0,126,383
15292,20.10.14,3,1.0,2.0,0,0,5,7,1926,0,98103,415000,139,316,121,19,126,333
15293,19.03.15,3,2.0,1.0,0,2,5,6,1943,0,98056,300000,139,776,70,70,139,785
15294,03.10.14,3,1.0,1.0,0,0,4,8,1952,0,98133,475500,139,875,139,0,134,669
